CustomerID,InvoiceDate_max,AnalyzeDate,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,RFMValue,CustomerLevel
13772,2011-06-11,2025-05-21,5093,141,903.71,2,1,2,212,5,Low
13777,2011-09-12,2025-05-21,5000,90,12215.310000000005,3,1,1,311,5,Low
13780,2011-02-12,2025-05-21,5212,48,243.73,1,2,4,124,7,Middle
13781,2011-03-04,2025-05-21,5192,17,127.84000000000002,1,3,4,134,8,Middle
13782,2011-07-08,2025-05-21,5066,34,269.14,2,2,3,223,7,Middle
13784,2011-11-01,2025-05-21,4950,17,1123.4699999999998,4,3,1,431,8,Middle
13786,2010-07-12,2025-05-21,5427,7,230.4,1,4,4,144,9,Top
13787,2010-10-12,2025-05-21,5335,7,106.4,1,4,4,144,9,Top
13790,2011-05-12,2025-05-21,5123,45,348.7999999999999,2,2,3,223,7,Middle
13791,2011-04-08,2025-05-21,5157,4,579.0,1,4,2,142,7,Middle
13792,2011-04-10,2025-05-21,5155,9,120.95000000000002,1,4,4,144,9,Top
13798,2011-12-09,2025-05-21,4912,199,21790.459999999974,4,1,1,411,6,Middle
13800,2011-03-02,2025-05-21,5194,33,558.3199999999997,1,2,2,122,5,Low
13801,2011-04-10,2025-05-21,5155,23,324.7999999999999,1,3,3,133,7,Middle
13802,2011-01-02,2025-05-21,5253,20,969.74,1,3,2,132,6,Middle
13804,2011-09-11,2025-05-21,5001,43,862.2499999999999,3,2,2,322,7,Middle
13805,2011-02-08,2025-05-21,5216,6,500.24,1,4,2,142,7,Middle
13806,2011-07-10,2025-05-21,5064,10,256.38,2,4,3,243,9,Top
13807,2010-07-12,2025-05-21,5427,7,112.6,1,4,4,144,9,Top
13808,2011-07-09,2025-05-21,5065,66,1591.5600000000004,2,1,1,211,4,Low
13809,2011-07-02,2025-05-21,5072,12,155.05,2,4,4,244,10,Top
13810,2011-11-11,2025-05-21,4940,14,246.01,4,3,4,434,11,Top
13811,2011-09-06,2025-05-21,5006,6,333.0,3,4,3,343,10,Top
13812,2011-06-10,2025-05-21,5094,8,139.88,2,4,4,244,10,Top
13813,2011-11-09,2025-05-21,4942,15,292.24,4,3,3,433,10,Top
13814,2011-08-09,2025-05-21,5034,26,961.58,3,3,2,332,8,Middle
13816,2011-06-10,2025-05-21,5094,17,371.69,2,3,3,233,8,Middle
13817,2011-10-11,2025-05-21,4971,15,254.2800000000001,3,3,3,333,9,Top
13819,2011-11-02,2025-05-21,4949,23,732.0500000000002,4,3,2,432,9,Top
13822,2011-04-12,2025-05-21,5153,5,163.62,1,4,4,144,9,Top
13823,2011-09-09,2025-05-21,5003,26,650.42,3,3,2,332,8,Middle
13824,2011-12-04,2025-05-21,4917,35,1371.28,4,2,1,421,7,Middle
13831,2011-05-05,2025-05-21,5130,5,719.3,1,4,2,142,7,Middle
13833,2011-03-07,2025-05-21,5189,29,384.79999999999984,1,2,3,123,6,Middle
13835,2011-08-05,2025-05-21,5038,34,537.3400000000001,2,2,2,222,6,Middle
13837,2011-12-05,2025-05-21,4916,10,157.54,4,4,4,444,12,Top
13838,2011-04-12,2025-05-21,5153,107,450.2499999999995,1,1,3,113,5,Low
13841,2011-01-04,2025-05-21,5251,1,85.0,1,4,4,144,9,Top
13842,2011-12-10,2025-05-21,4911,127,2137.09,4,1,1,411,6,Middle
13845,2011-06-10,2025-05-21,5094,9,312.98,2,4,3,243,9,Top
13846,2011-11-04,2025-05-21,4947,15,252.53,4,3,3,433,10,Top
13848,2011-08-09,2025-05-21,5034,2,640.0,3,4,2,342,9,Top
13850,2011-02-08,2025-05-21,5216,93,1595.4799999999993,1,1,1,111,3,Low
13851,2011-05-09,2025-05-21,5126,64,2405.140000000001,2,1,1,211,4,Low
13854,2011-12-09,2025-05-21,4912,46,3696.87,4,2,1,421,7,Middle
13856,2011-09-06,2025-05-21,5006,3,124.6,3,4,4,344,11,Top
13860,2011-08-12,2025-05-21,5031,20,319.45,3,3,3,333,9,Top
13862,2011-11-01,2025-05-21,4950,63,1026.1600000000003,4,2,2,422,8,Middle
13863,2011-06-04,2025-05-21,5100,20,305.7800000000001,2,3,3,233,8,Middle
13865,2011-12-10,2025-05-21,4911,17,277.44000000000005,4,3,3,433,10,Top
13867,2011-08-11,2025-05-21,5032,31,561.3,3,2,2,322,7,Middle
13868,2011-02-12,2025-05-21,5212,33,3192.54,1,2,1,121,4,Low
13869,2011-08-08,2025-05-21,5035,168,1519.9899999999989,3,1,1,311,5,Low
13870,2011-07-12,2025-05-21,5062,4,152.75,2,4,4,244,10,Top
13871,2011-10-03,2025-05-21,4979,77,1392.0000000000007,3,1,1,311,5,Low
13873,2011-12-08,2025-05-21,4913,23,389.6,4,3,3,433,10,Top
13875,2011-11-02,2025-05-21,4949,46,724.85,4,2,2,422,8,Middle
13876,2011-07-10,2025-05-21,5064,7,122.7,2,4,4,244,10,Top
13880,2011-06-06,2025-05-21,5098,43,837.74,2,2,2,222,6,Middle
13881,2011-11-04,2025-05-21,4947,97,9414.780000000002,4,1,1,411,6,Middle
13882,2011-09-11,2025-05-21,5001,28,435.34,3,3,3,333,9,Top
13883,2011-05-05,2025-05-21,5130,48,762.3699999999999,1,2,2,122,5,Low
13884,2011-11-09,2025-05-21,4942,59,787.6000000000001,4,2,2,422,8,Middle
13885,2011-03-06,2025-05-21,5190,5,107.65,1,4,4,144,9,Top
13888,2011-12-08,2025-05-21,4913,40,605.63,4,2,2,422,8,Middle
13889,2011-08-09,2025-05-21,5034,15,416.9,3,3,3,333,9,Top
13890,2011-08-12,2025-05-21,5031,54,913.1500000000003,3,2,2,322,7,Middle
13892,2011-07-04,2025-05-21,5070,24,395.73,2,3,3,233,8,Middle
13894,2011-02-02,2025-05-21,5222,10,160.85,1,4,4,144,9,Top
13895,2011-11-11,2025-05-21,4940,73,1655.77,4,1,1,411,6,Middle
13899,2011-10-03,2025-05-21,4979,15,298.50000000000006,3,3,3,333,9,Top
13900,2011-09-06,2025-05-21,5006,1,8.5,3,4,4,344,11,Top
13901,2011-04-07,2025-05-21,5158,77,1561.0900000000006,1,1,1,111,3,Low
13904,2011-02-11,2025-05-21,5213,9,131.52,1,4,4,144,9,Top
13908,2011-09-05,2025-05-21,5007,76,1461.6099999999994,3,1,1,311,5,Low
13911,2011-08-05,2025-05-21,5038,57,867.47,2,2,2,222,6,Middle
13914,2011-03-11,2025-05-21,5185,16,321.07,1,3,3,133,7,Middle
13917,2011-01-06,2025-05-21,5249,5,65.38,1,4,4,144,9,Top
13919,2011-11-10,2025-05-21,4941,28,384.81,4,3,3,433,10,Top
13924,2011-08-12,2025-05-21,5031,37,474.73000000000013,3,2,2,322,7,Middle
13925,2011-10-08,2025-05-21,4974,16,298.13,3,3,3,333,9,Top
13928,2011-08-11,2025-05-21,5032,8,131.22,3,4,4,344,11,Top
13931,2011-05-09,2025-05-21,5126,58,1237.5300000000002,2,2,1,221,5,Low
13938,2011-04-11,2025-05-21,5154,7,71.66,1,4,4,144,9,Top
13939,2011-01-02,2025-05-21,5253,12,184.5,1,4,4,144,9,Top
13940,2011-06-10,2025-05-21,5094,14,225.24,2,3,4,234,9,Top
13941,2011-11-09,2025-05-21,4942,19,2123.16,4,3,1,431,8,Middle
13947,2011-05-10,2025-05-21,5125,5,90.6,2,4,4,244,10,Top
13949,2011-07-12,2025-05-21,5062,100,1359.0400000000004,2,1,1,211,4,Low
13950,2011-07-04,2025-05-21,5070,7,179.31,2,4,4,244,10,Top
13952,2011-06-05,2025-05-21,5099,44,1208.31,2,2,1,221,5,Low
13953,2011-10-03,2025-05-21,4979,8,911.32,3,4,2,342,9,Top
13954,2011-08-12,2025-05-21,5031,12,212.51,3,4,4,344,11,Top
13955,2011-08-07,2025-05-21,5036,33,322.96,2,2,3,223,7,Middle
13956,2011-10-04,2025-05-21,4978,55,330.44999999999993,3,2,3,323,8,Middle
13959,2011-03-03,2025-05-21,5193,34,337.44,1,2,3,123,6,Middle
13962,2011-08-04,2025-05-21,5039,7,117.6,2,4,4,244,10,Top
13963,2011-04-02,2025-05-21,5163,29,548.86,1,2,2,122,5,Low
13969,2011-11-10,2025-05-21,4941,269,4016.9800000000014,4,1,1,411,6,Middle
13971,2011-11-10,2025-05-21,4941,40,703.3599999999999,4,2,2,422,8,Middle
13975,2011-08-11,2025-05-21,5032,330,2374.519999999999,3,1,1,311,5,Low
13980,2011-10-10,2025-05-21,4972,11,200.14,3,4,4,344,11,Top
13982,2010-09-12,2025-05-21,5365,23,428.6,1,3,3,133,7,Middle
13983,2011-12-10,2025-05-21,4911,45,1279.38,4,2,1,421,7,Middle
13984,2011-05-08,2025-05-21,5127,8,689.38,2,4,2,242,8,Middle
13985,2011-12-10,2025-05-21,4911,169,3181.099999999999,4,1,1,411,6,Middle
13989,2011-05-10,2025-05-21,5125,18,369.41,2,3,3,233,8,Middle
13990,2011-10-05,2025-05-21,4977,16,311.3,3,3,3,333,9,Top
13992,2011-09-11,2025-05-21,5001,5,76.8,3,4,4,344,11,Top
13993,2011-11-09,2025-05-21,4942,21,845.3,4,3,2,432,9,Top
13994,2011-06-12,2025-05-21,5092,80,924.2100000000003,2,1,2,212,5,Low
13995,2011-08-04,2025-05-21,5039,17,310.4500000000001,2,3,3,233,8,Middle
13999,2011-11-11,2025-05-21,4940,92,1586.5699999999995,4,1,1,411,6,Middle
14000,2011-12-05,2025-05-21,4916,15,635.6600000000002,4,3,2,432,9,Top
14001,2010-01-12,2025-05-21,5608,9,301.24,1,4,3,143,8,Middle
14002,2011-06-07,2025-05-21,5097,14,224.79,2,3,4,234,9,Top
14004,2011-04-08,2025-05-21,5157,34,957.0,1,2,2,122,5,Low
14005,2011-08-05,2025-05-21,5038,14,187.16000000000003,2,3,4,234,9,Top
14006,2011-12-04,2025-05-21,4917,13,357.65,4,4,3,443,11,Top
14012,2011-07-03,2025-05-21,5071,11,328.8,2,4,3,243,9,Top
14013,2011-09-03,2025-05-21,5009,8,118.5,3,4,4,344,11,Top
14016,2011-01-07,2025-05-21,5248,45,976.5800000000003,1,2,2,122,5,Low
14019,2011-02-09,2025-05-21,5215,17,416.24,1,3,3,133,7,Middle
14020,2011-12-09,2025-05-21,4912,18,331.14,4,3,3,433,10,Top
14021,2011-12-05,2025-05-21,4916,19,433.0,4,3,3,433,10,Top
14023,2011-03-04,2025-05-21,5192,31,584.0699999999998,1,2,2,122,5,Low
14024,2011-10-08,2025-05-21,4974,16,327.7,3,3,3,333,9,Top
14027,2011-10-10,2025-05-21,4972,6,104.82000000000002,3,4,4,344,11,Top
14029,2011-07-10,2025-05-21,5064,9,302.46,2,4,3,243,9,Top
14030,2011-11-09,2025-05-21,4942,185,1816.8100000000006,4,1,1,411,6,Middle
14031,2011-06-01,2025-05-21,5103,79,7549.669999999999,2,1,1,211,4,Low
14032,2011-12-04,2025-05-21,4917,55,1202.6799999999996,4,2,1,421,7,Middle
14034,2011-05-07,2025-05-21,5128,25,473.91,2,3,2,232,7,Middle
14035,2011-11-11,2025-05-21,4940,12,300.32000000000005,4,4,3,443,11,Top
14037,2010-10-12,2025-05-21,5335,26,111.80000000000004,1,3,4,134,8,Middle
14039,2011-06-11,2025-05-21,5093,6,152.2,2,4,4,244,10,Top
14040,2011-12-01,2025-05-21,4920,135,2148.5699999999993,4,1,1,411,6,Middle
14044,2011-03-02,2025-05-21,5194,55,173.74,1,2,4,124,7,Middle
14045,2011-06-01,2025-05-21,5103,5,1251.75,2,4,1,241,7,Middle
14047,2011-07-01,2025-05-21,5073,24,647.3700000000001,2,3,2,232,7,Middle
14048,2011-07-02,2025-05-21,5072,85,409.92999999999984,2,1,3,213,6,Middle
14049,2011-04-07,2025-05-21,5158,23,226.93,1,3,4,134,8,Middle
14050,2011-08-11,2025-05-21,5032,17,260.38,3,3,3,333,9,Top
14051,2011-11-10,2025-05-21,4941,101,6933.569999999998,4,1,1,411,6,Middle
14053,2011-07-08,2025-05-21,5066,4,260.25,2,4,3,243,9,Top
14054,2011-05-10,2025-05-21,5125,6,92.46,2,4,4,244,10,Top
14056,2011-11-05,2025-05-21,4946,522,3969.869999999999,4,1,1,411,6,Middle
14057,2011-11-09,2025-05-21,4942,58,1160.15,4,2,1,421,7,Middle
14060,2011-10-01,2025-05-21,4981,61,1970.1199999999994,3,2,1,321,6,Middle
14062,2011-09-09,2025-05-21,5003,28,1965.5,3,3,1,331,7,Middle
14064,2011-12-05,2025-05-21,4916,46,722.8700000000001,4,2,2,422,8,Middle
14067,2011-07-10,2025-05-21,5064,52,374.69999999999993,2,2,3,223,7,Middle
14071,2011-08-11,2025-05-21,5032,120,307.10999999999973,3,1,3,313,7,Middle
14073,2011-07-11,2025-05-21,5063,13,151.04,2,4,4,244,10,Top
14075,2011-05-12,2025-05-21,5123,8,316.7800000000001,2,4,3,243,9,Top
14076,2011-02-08,2025-05-21,5216,46,122.46999999999996,1,2,4,124,7,Middle
14077,2011-10-06,2025-05-21,4976,28,227.9,3,3,4,334,10,Top
14078,2011-10-05,2025-05-21,4977,35,491.45999999999987,3,2,2,322,7,Middle
14079,2011-07-08,2025-05-21,5066,12,375.1,2,4,3,243,9,Top
14080,2011-07-11,2025-05-21,5063,4,45.6,2,4,4,244,10,Top
14081,2011-10-02,2025-05-21,4980,153,934.52,3,1,2,312,6,Middle
14082,2010-10-12,2025-05-21,5335,29,182.25,1,2,4,124,7,Middle
14083,2011-11-03,2025-05-21,4948,147,811.2999999999997,4,1,2,412,7,Middle
14085,2011-09-03,2025-05-21,5009,127,1338.7099999999996,3,1,1,311,5,Low
14087,2011-07-12,2025-05-21,5062,69,194.42,2,1,4,214,7,Middle
14088,2011-03-08,2025-05-21,5188,145,12777.659999999998,1,1,1,111,3,Low
14092,2011-03-10,2025-05-21,5186,51,1013.2499999999997,1,2,2,122,5,Low
14096,2011-10-11,2025-05-21,4971,1597,19798.669999999962,3,1,1,311,5,Low
14098,2011-03-11,2025-05-21,5185,21,147.34999999999997,1,3,4,134,8,Middle
14099,2011-11-08,2025-05-21,4943,94,1206.43,4,1,1,411,6,Middle
14102,2011-04-12,2025-05-21,5153,25,467.8,1,3,3,133,7,Middle
14104,2011-08-07,2025-05-21,5036,2,104.95,2,4,4,244,10,Top
14107,2011-04-09,2025-05-21,5156,54,1288.1500000000005,1,2,1,121,4,Low
14108,2011-09-11,2025-05-21,5001,18,306.5800000000001,3,3,3,333,9,Top
14110,2011-12-09,2025-05-21,4912,88,2853.15,4,1,1,411,6,Middle
14111,2011-12-04,2025-05-21,4917,4,142.5,4,4,4,444,12,Top
14112,2011-09-03,2025-05-21,5009,79,1365.419999999999,3,1,1,311,5,Low
14113,2011-06-12,2025-05-21,5092,11,471.9,2,4,2,242,8,Middle
14114,2011-11-03,2025-05-21,4948,4,191.4,4,4,4,444,12,Top
14116,2011-10-08,2025-05-21,4974,64,1169.8200000000004,3,1,1,311,5,Low
14121,2011-11-10,2025-05-21,4941,127,2251.6700000000005,4,1,1,411,6,Middle
14125,2011-11-11,2025-05-21,4940,60,1111.08,4,2,1,421,7,Middle
14126,2011-02-12,2025-05-21,5212,1,62.5,1,4,4,144,9,Top
14127,2011-09-08,2025-05-21,5004,35,572.11,3,2,2,322,7,Middle
14128,2011-10-10,2025-05-21,4972,24,331.96,3,3,3,333,9,Top
14129,2011-08-12,2025-05-21,5031,26,519.9100000000002,3,3,2,332,8,Middle
14132,2011-12-07,2025-05-21,4914,122,2261.7100000000005,4,1,1,411,6,Middle
14133,2011-02-08,2025-05-21,5216,12,287.6400000000001,1,4,3,143,8,Middle
14135,2011-11-01,2025-05-21,4950,102,3307.2499999999995,4,1,1,411,6,Middle
14138,2011-08-12,2025-05-21,5031,47,982.3800000000003,3,2,2,322,7,Middle
14140,2011-08-11,2025-05-21,5032,66,935.0499999999997,3,1,2,312,6,Middle
14141,2011-11-10,2025-05-21,4941,17,425.82000000000005,4,3,3,433,10,Top
14142,2010-01-12,2025-05-21,5608,22,311.81000000000006,1,3,3,133,7,Middle
14145,2011-06-07,2025-05-21,5097,8,2851.2,2,4,1,241,7,Middle
14146,2011-01-12,2025-05-21,5243,73,1225.16,1,1,1,111,3,Low
14149,2011-03-05,2025-05-21,5191,28,446.62000000000006,1,3,3,133,7,Middle
14150,2011-04-11,2025-05-21,5154,14,352.4600000000001,1,3,3,133,7,Middle
14156,2011-12-10,2025-05-21,4911,553,37347.95000000002,4,1,1,411,6,Middle
14159,2011-05-09,2025-05-21,5126,306,1231.429999999998,2,1,1,211,4,Low
14161,2011-08-05,2025-05-21,5038,108,1110.52,2,1,1,211,4,Low
14163,2011-10-07,2025-05-21,4975,17,909.6,3,3,2,332,8,Middle
14165,2011-09-03,2025-05-21,5009,25,122.54,3,3,4,334,10,Top
14167,2011-12-01,2025-05-21,4920,18,148.35000000000005,4,3,4,434,11,Top
14171,2011-02-09,2025-05-21,5215,58,363.79,1,2,3,123,6,Middle
14173,2011-04-05,2025-05-21,5160,11,114.04,1,4,4,144,9,Top
14174,2011-06-11,2025-05-21,5093,26,134.46,2,3,4,234,9,Top
14175,2011-11-10,2025-05-21,4941,90,2016.3100000000006,4,1,1,411,6,Middle
14176,2010-07-12,2025-05-21,5427,9,159.54999999999995,1,4,4,144,9,Top
14177,2011-05-09,2025-05-21,5126,19,191.33,2,3,4,234,9,Top
14178,2011-11-11,2025-05-21,4940,218,1243.56,4,1,1,411,6,Middle
14180,2011-10-11,2025-05-21,4971,101,2091.2700000000004,3,1,1,311,5,Low
14184,2011-04-10,2025-05-21,5155,24,452.89,1,3,3,133,7,Middle
14185,2011-12-01,2025-05-21,4920,3,197.65,4,4,4,444,12,Top
14188,2011-09-11,2025-05-21,5001,44,1426.7600000000002,3,2,1,321,6,Middle
14189,2011-10-11,2025-05-21,4971,106,1974.68,3,1,1,311,5,Low
14191,2011-10-08,2025-05-21,4974,93,1584.0700000000006,3,1,1,311,5,Low
14193,2011-03-10,2025-05-21,5186,19,430.85,1,3,3,133,7,Middle
14194,2011-11-10,2025-05-21,4941,83,1602.1999999999994,4,1,1,411,6,Middle
14195,2011-01-04,2025-05-21,5251,5,828.3999999999999,1,4,2,142,7,Middle
14199,2011-05-05,2025-05-21,5130,2,185.4,1,4,4,144,9,Top
14201,2011-10-10,2025-05-21,4972,16,355.12000000000006,3,3,3,333,9,Top
14204,2011-07-12,2025-05-21,5062,44,161.02999999999997,2,2,4,224,8,Middle
14208,2011-06-09,2025-05-21,5095,10,151.73999999999995,2,4,4,244,10,Top
14209,2011-11-01,2025-05-21,4950,47,1017.2299999999997,4,2,2,422,8,Middle
14210,2011-04-01,2025-05-21,5164,37,668.6099999999998,1,2,2,122,5,Low
14211,2011-04-09,2025-05-21,5156,13,220.04,1,4,4,144,9,Top
14212,2011-11-09,2025-05-21,4942,9,1070.48,4,4,1,441,9,Top
14214,2011-09-11,2025-05-21,5001,46,765.4,3,2,2,322,7,Middle
14215,2011-06-06,2025-05-21,5098,17,342.16,2,3,3,233,8,Middle
14216,2011-06-12,2025-05-21,5092,49,1046.36,2,2,2,222,6,Middle
14217,2011-11-01,2025-05-21,4950,55,973.6899999999997,4,2,2,422,8,Middle
14219,2011-05-12,2025-05-21,5123,7,89.94,2,4,4,244,10,Top
14220,2011-06-04,2025-05-21,5100,10,319.42,2,4,3,243,9,Top
14221,2011-04-01,2025-05-21,5164,58,1102.8,1,2,1,121,4,Low
14223,2011-08-09,2025-05-21,5034,42,686.23,3,2,2,322,7,Middle
14224,2011-08-05,2025-05-21,5038,41,251.01999999999992,2,2,3,223,7,Middle
14226,2011-11-11,2025-05-21,4940,13,337.02,4,4,3,443,11,Top
14227,2011-08-04,2025-05-21,5039,13,304.3300000000001,2,4,3,243,9,Top
14229,2011-10-01,2025-05-21,4981,20,456.97,3,3,3,333,9,Top
14231,2011-09-06,2025-05-21,5006,12,307.76,3,4,3,343,10,Top
14232,2011-06-06,2025-05-21,5098,14,310.79,2,3,3,233,8,Middle
14233,2011-12-05,2025-05-21,4916,14,858.2500000000001,4,3,2,432,9,Top
14234,2011-09-11,2025-05-21,5001,15,209.48,3,3,4,334,10,Top
14235,2011-05-07,2025-05-21,5128,25,1538.31,2,3,1,231,6,Middle
14236,2010-02-12,2025-05-21,5577,3,189.3,1,4,4,144,9,Top
14237,2010-01-12,2025-05-21,5608,9,161.00000000000003,1,4,4,144,9,Top
14239,2011-07-04,2025-05-21,5070,52,1161.2999999999995,2,2,1,221,5,Low
14240,2011-09-11,2025-05-21,5001,32,663.4900000000002,3,2,2,322,7,Middle
14241,2011-09-06,2025-05-21,5006,10,213.7,3,4,4,344,11,Top
14243,2011-08-04,2025-05-21,5039,60,1184.56,2,2,1,221,5,Low
14245,2011-04-05,2025-05-21,5160,41,688.3499999999997,1,2,2,122,5,Low
14246,2011-08-04,2025-05-21,5039,24,449.64000000000016,2,3,3,233,8,Middle
14247,2011-06-03,2025-05-21,5101,20,136.77,2,3,4,234,9,Top
14250,2011-11-09,2025-05-21,4942,111,1904.05,4,1,1,411,6,Middle
14251,2011-08-12,2025-05-21,5031,10,482.28,3,4,2,342,9,Top
14256,2010-10-12,2025-05-21,5335,32,523.8599999999999,1,2,2,122,5,Low
14257,2011-08-08,2025-05-21,5035,67,2479.5799999999995,3,1,1,311,5,Low
14258,2011-11-09,2025-05-21,4942,73,7609.179999999998,4,1,1,411,6,Middle
14262,2011-10-11,2025-05-21,4971,62,1124.36,3,2,1,321,6,Middle
14264,2011-08-07,2025-05-21,5036,17,333.97,2,3,3,233,8,Middle
14270,2011-12-01,2025-05-21,4920,29,492.64999999999986,4,2,2,422,8,Middle
14273,2011-11-04,2025-05-21,4947,12,218.7,4,4,4,444,12,Top
14276,2011-12-06,2025-05-21,4915,45,778.5399999999997,4,2,2,422,8,Middle
14277,2011-11-05,2025-05-21,4946,75,1637.43,4,1,1,411,6,Middle
14282,2011-08-11,2025-05-21,5032,42,1178.3999999999996,3,2,1,321,6,Middle
14284,2011-09-11,2025-05-21,5001,19,343.1500000000001,3,3,3,333,9,Top
14285,2011-02-11,2025-05-21,5213,5,300.6,1,4,3,143,8,Middle
14286,2011-11-04,2025-05-21,4947,141,2050.08,4,1,1,411,6,Middle
14287,2011-01-12,2025-05-21,5243,5,93.35,1,4,4,144,9,Top
14288,2011-10-05,2025-05-21,4977,16,426.6,3,3,3,333,9,Top
14289,2011-12-04,2025-05-21,4917,14,225.78,4,3,4,434,11,Top
14290,2011-03-10,2025-05-21,5186,33,728.5000000000001,1,2,2,122,5,Low
14291,2011-11-08,2025-05-21,4943,149,2478.309999999999,4,1,1,411,6,Middle
14292,2011-12-09,2025-05-21,4912,44,1430.0600000000006,4,2,1,421,7,Middle
14293,2011-07-02,2025-05-21,5072,43,815.1699999999997,2,2,2,222,6,Middle
14297,2011-10-10,2025-05-21,4972,35,710.1,3,2,2,322,7,Middle
14298,2011-09-11,2025-05-21,5001,464,16044.249999999978,3,1,1,311,5,Low
14299,2011-12-10,2025-05-21,4911,40,1647.7200000000007,4,2,1,421,7,Middle
14304,2011-01-05,2025-05-21,5250,17,383.4500000000001,1,3,3,133,7,Middle
14307,2011-12-09,2025-05-21,4912,112,1895.36,4,1,1,411,6,Middle
14309,2011-11-11,2025-05-21,4940,74,1446.4099999999994,4,1,1,411,6,Middle
14311,2011-11-04,2025-05-21,4947,20,310.26,4,3,3,433,10,Top
14312,2011-11-03,2025-05-21,4948,58,1047.1899999999996,4,2,2,422,8,Middle
14315,2011-08-07,2025-05-21,5036,22,652.3499999999998,2,3,2,232,7,Middle
14317,2011-06-10,2025-05-21,5094,24,508.58,2,3,2,232,7,Middle
14320,2011-11-01,2025-05-21,4950,23,352.5100000000001,4,3,3,433,10,Top
14321,2011-10-01,2025-05-21,4981,29,326.81999999999994,3,2,3,323,8,Middle
14326,2011-11-04,2025-05-21,4947,8,183.85,4,4,4,444,12,Top
14329,2011-11-03,2025-05-21,4948,38,578.0199999999999,4,2,2,422,8,Middle
14331,2011-07-08,2025-05-21,5066,4,79.0,2,4,4,244,10,Top
14332,2011-04-10,2025-05-21,5155,14,466.3,1,3,3,133,7,Middle
14333,2011-03-10,2025-05-21,5186,15,415.2,1,3,3,133,7,Middle
14334,2011-10-03,2025-05-21,4979,68,1017.0100000000003,3,1,2,312,6,Middle
14335,2011-04-09,2025-05-21,5156,42,359.25,1,2,3,123,6,Middle
14336,2011-08-03,2025-05-21,5040,43,764.4500000000003,2,2,2,222,6,Middle
14338,2011-01-07,2025-05-21,5248,1,8.25,1,4,4,144,9,Top
14339,2011-11-04,2025-05-21,4947,14,309.52,4,3,3,433,10,Top
14340,2011-05-05,2025-05-21,5130,6,134.7,1,4,4,144,9,Top
14341,2011-08-05,2025-05-21,5038,40,688.8099999999997,2,2,2,222,6,Middle
14342,2011-08-11,2025-05-21,5032,5,91.04,3,4,4,344,11,Top
14344,2011-09-03,2025-05-21,5009,58,604.1299999999999,3,2,2,322,7,Middle
14345,2011-01-11,2025-05-21,5244,6,108.98,1,4,4,144,9,Top
14346,2011-11-08,2025-05-21,4943,43,759.1400000000001,4,2,2,422,8,Middle
14350,2011-10-03,2025-05-21,4979,18,282.92999999999995,3,3,3,333,9,Top
14352,2011-11-03,2025-05-21,4948,18,464.94,4,3,3,433,10,Top
14353,2011-08-05,2025-05-21,5038,6,90.6,2,4,4,244,10,Top
14354,2011-09-11,2025-05-21,5001,9,163.62,3,4,4,344,11,Top
14355,2010-09-12,2025-05-21,5365,11,174.4,1,4,4,144,9,Top
14360,2011-08-11,2025-05-21,5032,118,2128.23,3,1,1,311,5,Low
14364,2011-12-05,2025-05-21,4916,21,1763.8,4,3,1,431,8,Middle
14367,2011-11-07,2025-05-21,4944,280,4814.650000000006,4,1,1,411,6,Middle
14375,2011-07-06,2025-05-21,5068,75,257.67999999999995,2,1,3,213,6,Middle
14377,2011-01-06,2025-05-21,5249,7,302.45,1,4,3,143,8,Middle
14383,2011-06-10,2025-05-21,5094,44,1005.6,2,2,2,222,6,Middle
14387,2011-07-11,2025-05-21,5063,58,840.82,2,2,2,222,6,Middle
14388,2011-10-08,2025-05-21,4974,137,2281.9200000000005,3,1,1,311,5,Low
14389,2011-05-10,2025-05-21,5125,45,1043.46,2,2,2,222,6,Middle
14390,2011-12-05,2025-05-21,4916,67,1097.16,4,1,1,411,6,Middle
14393,2011-05-05,2025-05-21,5130,5,67.94999999999999,1,4,4,144,9,Top
14395,2011-10-10,2025-05-21,4972,207,2135.2300000000005,3,1,1,311,5,Low
14396,2011-05-10,2025-05-21,5125,73,487.99,2,1,2,212,5,Low
14397,2011-12-06,2025-05-21,4915,47,1405.1,4,2,1,421,7,Middle
14401,2011-10-06,2025-05-21,4976,85,1718.1399999999994,3,1,1,311,5,Low
14403,2011-06-05,2025-05-21,5099,18,1180.0100000000002,2,3,1,231,6,Middle
14404,2011-06-11,2025-05-21,5093,39,260.2800000000001,2,2,3,223,7,Middle
14406,2011-12-08,2025-05-21,4913,8,156.75,4,4,4,444,12,Top
14407,2011-08-03,2025-05-21,5040,19,357.18,2,3,3,233,8,Middle
14408,2011-06-09,2025-05-21,5095,72,1459.14,2,1,1,211,4,Low
14409,2011-09-08,2025-05-21,5004,10,519.6000000000001,3,4,2,342,9,Top
14410,2011-08-09,2025-05-21,5034,60,354.22000000000025,3,2,3,323,8,Middle
14411,2011-02-02,2025-05-21,5222,14,1063.0,1,3,2,132,6,Middle
14413,2010-12-12,2025-05-21,5274,23,122.7,1,3,4,134,8,Middle
14414,2011-09-09,2025-05-21,5003,24,359.9,3,3,3,333,9,Top
14415,2011-10-06,2025-05-21,4976,323,3283.7199999999993,3,1,1,311,5,Low
14418,2011-06-12,2025-05-21,5092,61,897.3499999999998,2,2,2,222,6,Middle
